#50th percentile and +/- 1-sigma values for stellar parameters: metallicity z, log10age(yr) tau, masses M1 and M2 in solar mass, radii R1 and R2 in solar radius, flux ratio f2/f1 frat in kepler bandpass
#KIC z z+sigma z-sigma tau(log10yr) tau+sigma tau-sigma m1(msun) m1+sigma m1-sigma m2(msun) m2+sigma m2-sigma r1(rsun) r1+sigma r1-sigma r2(rsun) r2+sigma r2-sigma frat frat+sigma frat-sigma            
10857342 0.0070923497 0.0003558475 -0.0003046368 6.131733377 0.0177428925 -0.015050876 3.2547076076 0.0191420289 -0.0227624063 2.2750405827 0.0159071506 -0.0137961929 3.4228808398 0.0087002816 -0.0048396201 3.3981190201 0.00782223 -0.005130345 0.1081049159 0.0003629167 -0.0004180212            
10879213 0.014281787 0.0056995572 -0.0047603568 7.7996313461 0.0429541637 -0.0567795875 0.6977860712 0.0092384511 -0.0142230433 0.6605955668 0.0110209773 -0.0125028039 0.6928763204 0.001659736 -0.0036976952 0.686517386 0.0056896256 -0.0050455383 0.6301073358 0.0065365618 -0.0050564363            
10909274 0.0115126947 0.0013335988 -0.0012305548 9.4620573725 0.0144687824 -0.0145186314 1.2718377636 0.015621773 -0.0142189776 1.2646271389 0.0153763929 -0.0139509553 1.6492607466 0.0068284479 -0.0065785285 1.6213532233 0.0078732821 -0.0069600956 0.9702043133 0.0069937748 -0.0073487203            
10920813 0.0047068708 +8.815142185e-05 -5.00256976e-05 9.4439941127 0.0008962522 -0.0007511466 1.2947610111 0.0002407352 -0.0002577213 1.3303823383 0.0006664619 -0.0008706083 2.1497998146 0.0014631047 -0.0023525954 5.8345523609 0.0073023917 -0.0033397743 2.4679938254 0.0004363416 -0.0004363906            
10936427 0.0100001843 +3.31211229998e-07 -1.46305650001e-07 9.7799996775 +5.33765000199e-07 -1.04843499926e-06 1.0799609944 0.0001762524 -0.0001734278 1.1219997698 +1.15537000012e-06 -1.69907000003e-06 1.5778953387 0.0015823486 -0.0015554899 2.4988506519 0.0001269997 -0.0001555114 1.1889622218 0.0020157393 -0.0020449926            
10937609 0.0086488493 0.0008454937 -0.0004786421 6.7495116196 0.0156889166 -0.0323512395 1.7263739959 0.0183514188 -0.0205000656 1.3888631997 0.0177265522 -0.024251383 2.5920708134 0.0077761305 -0.0099300387 1.6420454783 0.0176587724 -0.0149331695 0.1916202004 0.0050346318 -0.0028883674            
10960995 0.0420975345 0.012552261 -0.0155793525 9.8145123526 0.198212778 -0.4680055158 0.927995024 0.0804342775 -0.0523353378 0.8198870688 0.0571589204 -0.0387542825 0.9148777186 0.0282817823 -0.0222975599 0.7722549574 0.0199445762 -0.0162855991 0.4557494327 0.011184733 -0.0168922704            
10979716 0.0251387117 0.0123068934 -0.0091057365 7.8588720736 0.0556551224 -0.0566866583 0.6904611821 0.0211659465 -0.0322002502 0.5441387705 0.0381267669 -0.0816652978 0.6829324536 0.022571617 -0.0168685953 0.5952657665 0.0350190504 -0.0656230831 0.1660033701 0.0398730823 -0.0308136372            
10992733 0.0299103729 0.0083440851 -0.0073272251 9.9423572214 0.0926982711 -0.1246684423 0.9900797464 0.0481125895 -0.0392081394 0.8669231951 0.0334489821 -0.0274817742 1.1176289924 0.0151722131 -0.0123759112 0.8543882519 0.0137840044 -0.0115585027 0.3921683444 0.0002635197 -0.0002594018            
11071207 0.004338478 0.0006021366 -0.0004202716 9.7465440996 0.0216643286 -0.0156625154 1.0186370913 0.0096174493 -0.0097556889 1.0254219225 0.0102001249 -0.0100053775 1.4647385801 0.0137233767 -0.016162045 1.5223313049 0.0174213501 -0.0119778751 1.0726621063 0.0413560314 -0.030031656            
11076279 0.0048898047 0.000426323 -0.0004244356 6.7539781687 0.0059154468 -0.0031043384 1.6261370108 0.0162603909 -0.0189924516 1.3121705015 0.0268300105 -0.0340388421 2.0347376992 0.0219692972 -0.029349934 1.6344181979 0.068590508 -0.0648890741 0.200855001 0.0302070183 -0.026277714            
11200773 0.017748695 0.0015924029 -0.0016181286 9.7501780918 0.0576146907 -0.1287186968 1.1111631849 0.0529179264 -0.0296565694 0.4290682922 0.011472524 -0.0099705675 1.3741016447 0.0247485722 -0.0110777414 0.4219180837 0.0103261729 -0.0090972931 0.0031993829 +2.6266629675e-05 -2.3411702125e-05            
11234677 0.0034255137 0.0004049321 -0.0006298287 9.8988235771 0.0356733063 -0.0390865246 0.927364589 0.0218114836 -0.0271668233 0.4196158738 0.0037579631 -0.004248976 1.4613099944 0.007940329 -0.0118194495 0.4002255644 0.002315903 -0.0031869606 0.0064530467 0.0008014779 -0.0006068819            
11249624 0.0031677578 0.0007063133 -0.0006798169 6.4901942307 0.1163405204 -0.1122124593 2.4381010462 0.2276263223 -0.3017542 2.2403923369 0.2162105946 -0.2521012878 1.4155470123 0.0440668081 -0.0489801269 1.6375637494 0.0618529038 -0.0788829644 1.1172739914 0.0429351269 -0.0441689081            
11285625 0.0238490536 0.0062940867 -0.0054706916 9.1569854225 0.0613050064 -0.0727237048 1.4855499384 0.0679659761 -0.0636621729 1.5939185197 0.0525308873 -0.0609223435 1.7059730697 0.116353542 -0.084391428 2.003765396 0.0418575004 -0.0918322511 1.4792736779 0.2562724362 -0.348050647            
11391181 0.0369633131 0.0163425257 -0.0183269134 9.9478718525 0.1015388951 -0.219452904 0.8753750164 0.0504824486 -0.0278290185 0.8269561997 0.0437373626 -0.025024409 0.8764764084 0.0161338401 -0.010291869 0.8043252582 0.0166114307 -0.0112731085 0.6768564635 0.0294289428 -0.0314102972            
11401845 0.0088573302 0.0008345789 -0.0007508817 6.7748101257 0.0178144054 -0.0062565328 1.7576608576 0.0070978489 -0.0136068325 1.5553677765 0.0105040816 -0.012828176 2.5313349516 0.0173057317 -0.0212541421 2.0155054385 0.0284915035 -0.0276324969 0.3095494562 0.0122230836 -0.0107682245            
11404698 0.0010197002 +3.864323146e-05 -1.49507743324e-05 9.325650492 0.092776422 -0.1381179808 0.9125912867 0.0204460408 -0.0163153116 0.6173928211 0.0088599175 -0.0061088031 0.8751134334 0.0050513237 -0.0039894084 0.5526040913 0.0042290698 -0.0032208546 0.1386429237 0.0004854749 -0.0004689533            
11455484 0.0020054244 0.0004723083 -0.0003991414 9.8758305473 0.0986076837 -0.1188112216 0.0299036659 0.0001230693 -0.000124623 0.9319747789 0.0639619518 -0.0521651461 -4.605170186 0 -0 1.7291019264 0.0313303795 -0.0301046834 0.5500586293 0.012024792 -0.0106946836            
11499757 0.0093135062 0.0013719687 -0.0015856685 9.6826524528 0.0533393563 -0.0323986561 1.0603569329 0.0109417162 -0.0180548925 0.9383136975 0.0068143659 -0.0124969549 1.2819601953 0.0033556573 -0.0057881638 0.9508839426 0.0030746791 -0.005524224 0.4449676519 0.0007885026 -0.0007871979            
11558882 0.0066729404 0.0038966511 -0.0025572212 9.2900870089 0.4105428867 -1.1594194305 1.1036821339 0.1172601808 -0.2182783914 0.700117654 0.1667503063 -0.1840927488 1.1387973045 0.2143685662 -0.2572370685 0.6592916019 0.1642408469 -0.1312360943 0.0823076163 0.3031342053 -0.0644937366            
11724091 0.0044468999 0.0020617155 -0.0010888335 8.8182736882 0.0040701576 -0.0135102247 2.0203007678 0.0207451345 -0.0060663603 1.0334544165 0.0056262511 -0.0032595882 2.1516795994 0.0043307632 -0.0028647541 0.9702538699 0.0020651163 -0.0018358227 0.0510793981 +4.2674821e-05 -4.0051582e-05            
11819135 0.0026747638 0.0001156263 -0.0001061813 9.5990901598 0.000871869 -0.0017460134 1.1342760471 0.0013260901 -0.0009447948 0.8192539629 0.0017712587 -0.00146577 2.5281503493 0.0021691286 -0.0028521378 0.7789965606 0.00259849 -0.0021120426 0.0959807401 0.0007471849 -0.0007083183            
11913071 0.0217837994 0.0036834626 -0.0036267899 8.8830353027 0.0135910004 -0.0163722484 1.8068895516 0.0028943001 -0.0024022648 0.9483382447 0.0023337766 -0.0024560517 1.9573391481 0.0013966331 -0.0014420261 0.8423668073 0.0007925807 -0.0007601967 0.0432682294 +1.92916378e-05 -1.84700843e-05            
11961695 0.0181625619 0.001908331 -0.0016770707 9.525133661 0.0161327693 -0.0304628982 1.3166444275 0.0217688711 -0.0138337393 0.7475471353 0.0075942705 -0.0058828558 1.7924362148 0.0167338317 -0.0100029479 0.6869667023 0.0040682288 -0.0023611807 0.0398821909 +2.208492645e-05 -2.203717125e-05            
11975363 0.0053365879 0.0037780019 -0.0025309425 8.9418210341 0.2598125018 -0.3432028488 1.1945860464 0.0454780304 -0.0558623891 1.1718725263 0.0416475838 -0.0543646855 1.1759712389 0.015755009 -0.0190750402 1.1494484498 0.0133189449 -0.0178416127 0.9091028959 0.018226729 -0.0168360444            
12004679 0.0089175153 0.0008318543 -0.0006581263 9.5398267523 0.0771813923 -0.1602302399 0.9294970233 0.0269594126 -0.0147606901 0.8802159446 0.0231295731 -0.0128599828 0.8940788735 0.007976963 -0.0044086276 0.8260660617 0.0077442349 -0.0045582606 0.7372339959 0.0021822123 -0.0020864329            
12022517 0.0112016298 0.0033406782 -0.0017808968 9.4882573133 0.0259069227 -0.0517325533 1.2832922175 0.0363673412 -0.0168033535 0.8828663751 0.0258995034 -0.0463382644 1.752498019 0.0054221366 -0.0106620799 0.8177269807 0.0295260721 -0.0506990983 0.1197020925 0.0245725605 -0.0316050908            
12109845 0.0015603603 0.0011190907 -0.0003718816 9.6708769894 0.3103764163 -0.6830177075 0.8502529099 0.1057892676 -0.0823013835 0.5927370235 0.0407033141 -0.0361556547 0.8602982399 0.028261371 -0.0227994722 0.5491131883 0.0221975936 -0.0251421137 0.1270581152 0.0135544695 -0.0050099155            
12316447 0.0087406076 0.0005558505 -0.000485496 9.9142666394 0.0592927125 -0.0789348924 0.912929703 0.0275340975 -0.0242595341 0.5232984907 0.007744808 -0.0079564951 1.0424660968 0.0100297392 -0.0094825791 0.520019514 0.0073385358 -0.0074310885 0.0250001581 0.0001262433 -0.0001225862            
12351927 0.0142836982 0.0027447171 -0.0022477416 7.7580728126 0.0928709351 -0.0482549544 0.8297774849 0.027860883 -0.0339795795 0.6050522321 0.0110973757 -0.0137819994 0.7309644458 0.0161433851 -0.012539445 0.6652331307 0.0118327484 -0.0226055791 0.1312169771 0.0106102959 -0.0134594622            
12418816 0.0049212799 0.0005111421 -0.0005329932 7.4365783976 0.0025220748 -0.0049574269 0.7269510157 0.0091157124 -0.0089513645 0.7205488214 0.0091641569 -0.0090874173 0.7797329802 0.003163573 -0.0031514962 0.7800986355 0.0033899622 -0.0033467268 0.9270616838 0.0011844045 -0.0011567117            
12506351 0.0112953387 0.0018937022 -0.0011949808 8.5457598279 0.1209988403 -0.1511420873 1.3751029348 0.0208810952 -0.0202196929 0.8262538075 0.011416845 -0.0125166642 1.3420518277 0.0056916424 -0.0052829565 0.7288037986 0.0080896253 -0.0097471552 0.086617304 0.002767288 -0.0061755891            
1995732 0.0286727752 0.0006820106 -0.0014172067 9.8241848561 0.0543028737 -0.0558933133 1.0535744707 0.0277599475 -0.0250137666 1.1644644777 0.036143901 -0.0340381382 1.187748039 0.0309157767 -0.0346170426 1.9597013996 0.0215222281 -0.0232849644 2.2673624442 0.1956958196 -0.1600169664            
2161623 0.0546869429 0.0026442626 -0.0037781188 6.6619735884 0.0175477697 -0.0180882407 3.515471491 0.1496961183 -0.0596031131 2.1868334752 0.0232494169 -0.0150653352 2.5262505811 0.0191067505 -0.0137567251 3.1883331246 0.023533772 -0.0155111707 0.1605254259 0.0007601579 -0.0012333458            
2307206 0.0127932372 0.0013978509 -0.0035986272 7.5011181942 0.0166076569 -0.0375042092 1.0131321513 0.0442419991 -0.099464886 0.826038154 0.008828684 -0.0430828845 0.9311412727 0.0136583937 -0.0208328336 0.8348992691 0.0042765895 -0.0246912878 0.343170971 0.0019088924 -0.0027781767            
2308957 0.0559721395 0.0022991119 -0.0016599677 9.432621711 0.0044239197 -0.0035105856 1.3565613041 0.0008703362 -0.0006903064 1.5517230393 +3.31060349998e-05 -2.27158134001e-05 1.697540383 0.0029235087 -0.0024178763 2.7056195225 0.0035090766 -0.0036990504 2.168239859 0.0009687322 -0.000963048            
2437060 0.0088161536 0.001658988 -0.0007154818 6.6469317032 0.0308265831 -0.0410277808 1.852189046 0.0470026365 -0.0316377813 0.8868430534 0.0502567756 -0.0558379937 2.8129273573 0.0198472928 -0.0158681811 1.3240817701 0.0143843899 -0.0131308616 0.0451471308 0.0006814694 -0.0004761198            
2437149 0.0244089955 0.0185835194 -0.017421228 9.1047962158 0.3297004338 -0.4374278257 1.1942256428 0.0513616574 -0.0819070363 1.1166810153 0.0456607781 -0.0724109251 1.1813566128 0.0134392535 -0.0237681582 1.0651283813 0.0186117457 -0.0280140109 0.7046251116 0.0098061474 -0.0096367161            
2437452 0.0092803357 0.0024346757 -0.0007971139 10.0028521655 0.0625427167 -0.1444886197 0.9469473086 0.0717239841 -0.0258219647 0.7155966822 0.0330414576 -0.0127968233 1.4333314898 0.0284248484 -0.0125645761 0.702865851 0.0131115065 -0.0080708713 0.1107037761 0.0002375655 -0.000240004            
2441161 0.0066295509 0.0091190146 -0.0050621188 8.7983654939 0.4344933058 -0.5847901124 1.0706031133 0.0338785337 -0.0508426603 0.9024688882 0.0463396365 -0.0477779165 0.9948707333 0.0161434049 -0.0230959421 0.8058744383 0.0431382127 -0.0457912455 0.4285429225 0.1440872735 -0.0848751864            
2445134 0.0115383043 0.0002076156 -0.0002581575 9.6582163524 0.0188600307 -0.0268611467 1.1105400247 0.0109897804 -0.0077130028 0.4996583186 0.0022003146 -0.0015552827 1.369130872 0.0047868049 -0.0035031226 0.4909325856 0.0019792168 -0.0014743983 0.0073150146 +1.1174962805e-05 -1.1311021855e-05            
2447893 0.0028020765 0.0016361291 -0.000767005 7.1399131359 0.0756079311 -0.0341340454 0.8547386715 0.0343430089 -0.0303184131 0.7433188872 0.042104424 -0.0226228981 0.9587133128 0.0159727887 -0.0225454752 0.8744542863 0.0070616903 -0.0057094024 0.454091384 0.0171763029 -0.0126430458            
2449090 0.0359669222 0.0161341072 -0.0160563748 7.0174919945 0.0589666975 -0.0458831644 1.1384788412 0.1113624983 -0.1671540891 0.7358227113 0.057218687 -0.0236060154 1.2429892361 0.069115691 -0.0927471522 1.0240484221 0.0453938593 -0.0427002251 0.2113746051 0.0632621532 -0.0395018248            
2576692 0.033126571 0.0033916524 -0.0046278717 9.4772548999 0.1748075467 -0.0466504899 1.2308203442 0.0154448369 -0.0778551794 1.2276608094 0.0151905265 -0.0569450402 1.3559697533 0.0063399725 -0.0482742309 1.3506750235 0.0085622876 -0.0070362479 0.9851915523 0.0740674456 -0.0082687914            
2580872 0.0509972166 0.0062693019 -0.0077592052 7.1530759576 0.0260176956 -0.0365960529 1.3709763017 0.0273770216 -0.0204082897 1.4089702792 0.0308636374 -0.0221838386 1.5396758331 0.0111298795 -0.0074599481 1.6675482395 0.0136073118 -0.011182649 1.3455120827 0.0207860732 -0.0089498485            
2693092 0.0570868693 0.0006022524 -0.0007121262 7.7215300115 0.0176882989 -0.0164660875 1.3399066488 0.0070425502 -0.007842021 0.5048884262 0.003453269 -0.0040256334 1.3138664958 0.0096894567 -0.0107077476 0.6841179781 0.0089825553 -0.0093234651 0.0059952801 +9.50315638272e-05 -8.96183725416e-05            
2719873 0.0072291085 0.0003480217 -0.000740587 10.0351246494 0.0349850123 -0.0897758215 0.7592262738 0.0185894494 -0.0073654908 0.3131601541 0.0063624249 -0.0031246357 0.7736261643 0.0065968252 -0.0043134246 0.3151212131 0.0027201719 -0.0019529742 0.0116146378 +5.965727954e-05 -5.99009988e-05            
2720354 0.0045154942 0.0008562169 -0.0007046322 9.4116458129 0.0311185009 -0.0199826584 1.2474014646 0.0138197011 -0.0180620381 0.4255035581 0.0030823231 -0.0033951828 1.6484963281 0.005751312 -0.0070846518 0.4034570243 0.0015839204 -0.0018063876 0.0028861889 +3.387850155e-05 -3.26742736864e-05            
2852560 0.0119031172 0.0016377088 -0.0023735237 7.3091173639 0.031104764 -0.0510317486 1.0321487872 0.0139148434 -0.0140918313 1.0462676961 0.0150425975 -0.0146240278 1.1040198709 0.0068963415 -0.0070555939 1.1247511961 0.0070505023 -0.0070531373 1.1132927797 0.0074868454 -0.0084114497            
2860594 0.0378986941 0.0055280653 -0.0050346995 8.8032726937 0.0134912594 -0.0115182679 2.4560214427 0.0233044755 -0.0223739653 0.9068667 0.0066732992 -0.0057239055 4.1347063424 0.021560566 -0.0230982676 0.7984228524 0.0052971685 -0.0057777911 0.0067628831 +8.3367860344e-06 -8.00798747e-06            
2860788 0.009549204 0.0001625544 -0.0001470191 9.8911569791 0.0048856258 -0.0033429759 1.0316107606 0.0029090594 -0.002848108 0.8241871808 0.0011668848 -0.0017350983 2.0229009828 0.0015759484 -0.0020888228 0.818632324 0.001610522 -0.0018484985 0.1489725153 0.0007054304 -0.0007002381            
2973509 0.0134998397 0.000185755 -0.0002248597 9.5348456882 0.0073549166 -0.003442692 1.1270819171 0.0030985969 -0.002475942 1.2790432498 0.0041231021 -0.0044248062 1.2496644115 0.0045643203 -0.0036005555 1.8414372072 0.0024515419 -0.002979659 2.1165031548 0.0120135909 -0.0153209099            
3003991 0.0083074969 0.0111457196 -0.0025806856 9.5673674816 0.3522046023 -0.8215567683 0.863614667 0.320565412 -0.0778585237 0.39505229 0.2203860432 -0.2020217593 0.8155653549 0.4378145945 -0.0521313862 0.3851643687 0.2256149332 -0.1686654371 0.0151519286 0.0525285774 -0.0136654645            
3098194 0.0024606325 0.0020407404 -0.000531543 6.2411542904 0.0713224246 -0.0229331127 0.8218866597 0.1378701947 -0.0496413073 0.9812118594 0.1523485214 -0.0577306012 1.5814148575 0.079253229 -0.0308090129 1.7064315969 0.0882688511 -0.035339798 1.4242625375 0.0106555922 -0.007140167            
3102000 0.0011933323 0.0002818782 -0.000142437 9.4594223203 0.0019267847 -0.0023902516 1.1901628887 0.0031825571 -0.0029181106 0.425110926 0.0028504089 -0.0026828932 1.5637722067 0.0098088199 -0.0089580936 0.3883074729 0.0031120602 -0.0028118163 0.0035910132 +5.489658907e-05 -5.619418822e-05            
3102024 0.0030807729 0.0006744937 -0.0007883398 7.5893068863 0.0399305531 -0.0370788127 0.9870244722 0.0026255933 -0.0025795547 0.6753272044 0.0020511492 -0.0067203906 0.8847343665 0.0032171377 -0.0032106877 0.6672531981 0.0112835139 -0.0100010763 0.2292158777 0.0025445318 -0.0022200085            
3114667 0.00122383 0.0002553567 -0.0001637409 7.195997755 0.0138979021 -0.0100424925 0.3554379459 0.0132941794 -0.0224635651 0.2539482127 0.00938747 -0.0157132723 0.585083283 0.006949141 -0.0123847782 0.5015717746 0.0066351037 -0.0109200786 0.5777496886 0.0020581809 -0.0019586585            
3120320 0.0274277373 0.0004612519 -0.0004172116 9.5794168078 0.002368522 -0.0021067096 1.3443595736 0.002748573 -0.0021823963 0.9382611491 0.0039333159 -0.0017022216 2.0176288794 0.0020857542 -0.0016487522 0.8746810942 0.0047444953 -0.0018692947 0.1389839638 0.0034131136 -0.0017693495            
3127817 0.0576002005 0.001820999 -0.0039181442 7.9866772703 0.0879819646 -0.0716968937 4.253995573 0.2332720463 -0.2622695221 3.3386770007 0.2037584683 -0.2357423578 4.3923674172 0.0616208013 -0.0703597859 2.9090456368 0.109468072 -0.1191209194 0.3574540431 0.0294261156 -0.028906108            
3241619 0.0149867059 +2.524408696e-05 -4.910338074e-05 7.3041628586 0.0004952308 -0.0005770347 1.2813071353 0.0006272662 -0.0006259672 0.9797729286 0.0004603531 -0.0005085364 1.2256302099 0.000593944 -0.0004676551 1.0186193188 0.000537534 -0.0004791236 0.2289985554 0.0002395897 -0.0002408533            
3247294 0.0020710366 0.0162227971 -0.0007906187 9.4973711506 0.0396859552 -0.4559778827 0.9415620262 0.1920440728 -0.020093185 1.1578975069 0.3623345272 -0.0333189 0.9705808404 0.1114432367 -0.0251420481 1.5467787853 0.1223470518 -0.0167702941 4.3527125405 0.0380637297 -0.0586193198            
3248019 0.0017331536 0.0004528272 -0.000396833 6.9949721542 0.0386345009 -0.0435508988 0.9530806492 0.0311150078 -0.048378026 1.0085691779 0.0107764193 -0.0164300094 1.1255207826 0.0465532982 -0.0661337846 1.2229613585 0.0188735074 -0.0283971582 1.4351836315 0.6109171067 -0.3500057243            
3248332 0.0165534775 0.0042185285 -0.0071585184 8.3949041582 0.3715547541 -0.451241233 1.703233442 0.0297111444 -0.0644848621 1.1030004788 0.0203312492 -0.0353011897 1.5395742068 0.0066604843 -0.0197298726 1.0024869294 0.0166673864 -0.0174445375 0.1429079047 0.002723229 -0.0025869212            
